  cust  |  prod  | quant 
 Mia    | Eggs   |   882
 Helen  | Ice    |   780
 Mia    | Jelly  |   269
 Helen  | Apple  |   714
 Boo    | Cherry |   320
 Wally  | Jelly  |   420
 Mia    | Apple  |   746
 Chae   | Dates  |   461
 Dan    | Cherry |     1
 Mia    | Butter |   618
 Dan    | Cherry |   444
 Helen  | Ice    |   876
 Wally  | Ice    |   689
 Sam    | Jelly  |   711
 Sam    | Dates  |     4
 Sam    | Grapes |   337
 Chae   | Apple  |   434
 Claire | Butter |   881
 Claire | Eggs   |   249
 Sam    | Jelly  |   440
 Mia    | Butter |   922
 Wally  | Grapes |   583
 Boo    | Dates  |   663
 Mia    | Ice    |    56
 Wally  | Ice    |   677
 Claire | Ice    |   565
 Emily  | Eggs   |   314
 Mia    | Ice    |   855
 Claire | Fish   |   865
 Helen  | Cherry |   327
 Sam    | Eggs   |   897
 Helen  | Dates  |   937
 Boo    | Eggs   |   102
 Chae   | Cherry |   993
 Helen  | Fish   |   169
 Mia    | Eggs   |    79
 Mia    | Jelly  |   277
 Chae   | Butter |   238
 Dan    | Cherry |   151
 Sam    | Dates  |   251
 Boo    | Butter |   688
 Sam    | Fish   |   875
 Wally  | Jelly  |   516
 Sam    | Ice    |   148
 Helen  | Cherry |   927
 Sam    | Ice    |   510
 Helen  | Fish   |   331
 Dan    | Ice    |   548
 Chae   | Ice    |   562
 Mia    | Apple  |   719
 Chae   | Butter |   662
 Dan    | Butter |   874
 Boo    | Fish   |   392
 Chae   | Fish   |    90
 Emily  | Apple  |   392
 Chae   | Fish   |   846
 Sam    | Jelly  |   591
 Mia    | Fish   |    38
 Claire | Eggs   |    87
 Wally  | Jelly  |   453
 Sam    | Cherry |   788
 Sam    | Fish   |   122
 Wally  | Jelly  |   602
 Mia    | Jelly  |   173
 Mia    | Fish   |   437
 Chae   | Dates  |   697
 Boo    | Butter |   904
 Chae   | Dates  |   777
 Dan    | Eggs   |   161
 Chae   | Dates  |   717
 Mia    | Ham    |   645
 Dan    | Cherry |   599
 Helen  | Butter |   810
 Dan    | Ice    |   900
 Boo    | Dates  |   503
 Helen  | Fish   |   936
 Chae   | Ice    |    75
 Boo    | Fish   |   899
 Wally  | Ice    |   254
 Helen  | Eggs   |   651
 Dan    | Dates  |    97
 Sam    | Dates  |   162
 Wally  | Fish   |   300
 Sam    | Cherry |   102
 Boo    | Grapes |   472
 Boo    | Butter |   288
 Chae   | Eggs   |    44
 Emily  | Ice    |   473
 Emily  | Jelly  |   120
 Boo    | Apple  |   318
 Boo    | Butter |   175
 Emily  | Dates  |   337
 Sam    | Ice    |   280
 Claire | Eggs   |   720
 Chae   | Eggs   |   952
 Sam    | Butter |   854
 Chae   | Eggs   |   720
 Dan    | Ham    |   386
 Wally  | Dates  |   846
 Dan    | Fish   |    67
 Boo    | Ham    |   976
 Boo    | Butter |   520
 Sam    | Dates  |     1
 Dan    | Apple  |   265
 Dan    | Apple  |   155
 Emily  | Dates  |    13
 Claire | Ham    |   152
 Dan    | Jelly  |   180
 Helen  | Ice    |   845
 Chae   | Grapes |   318
 Dan    | Eggs   |    71
 Dan    | Apple  |   421
 Emily  | Ham    |   217
 Sam    | Dates  |   852
 Mia    | Jelly  |   601
 Helen  | Dates  |    54
 Mia    | Grapes |   386
 Emily  | Ham    |   186
 Claire | Eggs   |   627
 Helen  | Jelly  |   312
 Boo    | Dates  |   835
 Sam    | Apple  |    87
 Mia    | Cherry |   731
 Chae   | Jelly  |   992
 Mia    | Apple  |   156
 Claire | Jelly  |   693
 Mia    | Dates  |   987
 Wally  | Eggs   |   934
 Dan    | Grapes |    12
 Chae   | Grapes |   434
 Emily  | Ice    |    27
 Dan    | Fish   |   211
 Helen  | Apple  |   645
 Emily  | Eggs   |   765
 Chae   | Jelly  |    47
 Wally  | Dates  |    84
 Sam    | Ice    |   928
 Wally  | Cherry |   123
 Claire | Apple  |   925
 Sam    | Ice    |   446
 Sam    | Dates  |   110
 Sam    | Cherry |   674
 Emily  | Dates  |   827
 Boo    | Eggs   |    15
 Emily  | Dates  |   995
 Helen  | Jelly  |   735
 Claire | Dates  |   814
 Helen  | Grapes |   361
 Chae   | Cherry |    60
 Claire | Ice    |   818
 Boo    | Fish   |    85
 Claire | Ham    |   329
 Claire | Dates  |   146
 Mia    | Butter |    94
 Helen  | Cherry |   210
 Chae   | Ice    |   179
 Sam    | Grapes |   585
 Wally  | Jelly  |   882
 Claire | Dates  |   702
 Mia    | Eggs   |   344
 Helen  | Butter |   497
 Boo    | Jelly  |   167
 Claire | Jelly  |   654
 Claire | Ice    |   954
 Sam    | Cherry |   592
 Helen  | Ham    |   777
 Wally  | Cherry |   835
 Claire | Butter |   938
 Dan    | Ice    |   859
 Emily  | Cherry |   163
 Boo    | Dates  |   945
 Mia    | Eggs   |     7
 Emily  | Grapes |    59
 Sam    | Ham    |   988
 Claire | Butter |   386
 Sam    | Ice    |   408
 Mia    | Grapes |   488
 Chae   | Ice    |   160
 Boo    | Ham    |   669
 Dan    | Dates  |   999
 Helen  | Grapes |    77
 Sam    | Apple  |   855
 Boo    | Ice    |   457
 Chae   | Ham    |   118
 Boo    | Apple  |   260
 Sam    | Jelly  |   219
 Emily  | Grapes |    18
 Boo    | Eggs   |   942
 Boo    | Ham    |   392
 Wally  | Butter |   851
 Emily  | Jelly  |   378
 Dan    | Dates  |   331
 Mia    | Fish   |   784
 Claire | Butter |   531
 Mia    | Dates  |   505
 Mia    | Ham    |   548
 Emily  | Ice    |     4
 Helen  | Ham    |   403
 Claire | Ham    |   302
 Dan    | Fish   |   702
 Sam    | Ice    |   810
 Emily  | Eggs   |   961
 Chae   | Apple  |   890
 Chae   | Fish   |   286
 Sam    | Eggs   |   826
 Claire | Eggs   |   643
 Dan    | Jelly  |   616
 Dan    | Dates  |    37
 Emily  | Apple  |   385
 Boo    | Dates  |   219
 Dan    | Butter |   614
 Mia    | Eggs   |   907
 Boo    | Dates  |   190
 Dan    | Ice    |   825
 Emily  | Jelly  |   339
 Sam    | Jelly  |    56
 Dan    | Ham    |   194
 Sam    | Fish   |   565
 Boo    | Dates  |   355
 Chae   | Grapes |   702
 Emily  | Jelly  |   521
 Boo    | Apple  |   217
 Dan    | Ice    |   313
 Mia    | Dates  |   804
 Dan    | Butter |   211
 Boo    | Butter |    31
 Boo    | Apple  |   252
 Emily  | Fish   |    58
 Helen  | Grapes |   928
 Helen  | Jelly  |    84
 Sam    | Jelly  |   317
 Wally  | Dates  |   231
 Boo    | Dates  |   305
 Dan    | Jelly  |    22
 Claire | Apple  |    78
 Sam    | Grapes |   109
 Claire | Dates  |   309
 Sam    | Ham    |   547
 Dan    | Dates  |   902
 Helen  | Dates  |   166
 Mia    | Cherry |   839
 Boo    | Grapes |   305
 Claire | Dates  |   963
 Boo    | Apple  |   171
 Boo    | Jelly  |   216
 Dan    | Grapes |   158
 Boo    | Apple  |   484
 Emily  | Apple  |   231
 Boo    | Dates  |   716
 Sam    | Cherry |   794
 Mia    | Ice    |   618
 Claire | Grapes |   471
 Dan    | Grapes |   787
 Boo    | Butter |   273
 Mia    | Apple  |   476
 Chae   | Eggs   |   425
 Sam    | Butter |   779
 Wally  | Apple  |   443
 Claire | Ice    |   604
 Wally  | Jelly  |   936
 Sam    | Ice    |    85
 Boo    | Cherry |   879
 Wally  | Fish   |   597
 Mia    | Apple  |   848
 Helen  | Grapes |   964
 Wally  | Ham    |   628
 Dan    | Ham    |   860
 Dan    | Ham    |   567
 Boo    | Ice    |   345
 Boo    | Dates  |   252
 Dan    | Ham    |   994
 Mia    | Fish   |   200
 Helen  | Cherry |   489
 Wally  | Jelly  |   331
 Helen  | Jelly  |   565
 Sam    | Apple  |   347
 Wally  | Jelly  |   708
 Helen  | Cherry |   725
 Wally  | Dates  |   962
 Wally  | Apple  |   791
 Sam    | Cherry |   849
 Boo    | Eggs   |   635
 Chae   | Ham    |   860
 Dan    | Eggs   |   540
 Chae   | Butter |   371
 Emily  | Cherry |   459
 Sam    | Eggs   |   468
 Claire | Grapes |   137
 Sam    | Grapes |   920
 Dan    | Apple  |    80
 Claire | Cherry |   404
 Mia    | Jelly  |   703
 Mia    | Apple  |   559
 Sam    | Eggs   |   835
 Mia    | Grapes |   218
 Emily  | Grapes |   625
 Sam    | Jelly  |   585
 Mia    | Fish   |   565
 Boo    | Dates  |   602
 Chae   | Grapes |    71
 Mia    | Ham    |   511
 Chae   | Grapes |   841
 Claire | Butter |   955
 Emily  | Dates  |   743
 Chae   | Cherry |   831
 Wally  | Ham    |   463
 Mia    | Dates  |   442
 Chae   | Butter |    14
 Claire | Fish   |   925
 Emily  | Eggs   |   788
 Chae   | Apple  |   138
 Wally  | Jelly  |   106
 Sam    | Grapes |   106
 Mia    | Cherry |   490
 Emily  | Ham    |   695
 Mia    | Ice    |   508
 Emily  | Ham    |   703
 Wally  | Jelly  |   255
 Wally  | Eggs   |   559
 Sam    | Apple  |   445
 Chae   | Grapes |   731
 Emily  | Butter |   948
 Chae   | Fish   |   965
 Dan    | Ham    |   123
 Mia    | Grapes |   450
 Chae   | Butter |   571
 Wally  | Dates  |   623
 Sam    | Apple  |     4
 Emily  | Dates  |   390
 Sam    | Jelly  |   229
 Boo    | Eggs   |   137
 Sam    | Butter |   673
 Claire | Butter |   483
 Helen  | Grapes |   541
 Boo    | Butter |    82
 Chae   | Butter |   162
 Helen  | Eggs   |   276
 Boo    | Fish   |   989
 Mia    | Fish   |   509
 Dan    | Cherry |     4
 Dan    | Dates  |   602
 Sam    | Jelly  |   784
 Dan    | Jelly  |   699
 Dan    | Butter |   465
 Helen  | Eggs   |    39
 Claire | Ice    |   372
 Claire | Cherry |   975
 Boo    | Eggs   |   971
 Chae   | Ice    |   240
 Wally  | Ice    |   637
 Emily  | Grapes |   403
 Emily  | Ice    |   525
 Dan    | Eggs   |   801
 Chae   | Jelly  |   420
 Helen  | Dates  |   620
 Claire | Fish   |   123
 Helen  | Eggs   |   159
 Mia    | Ice    |   142
 Sam    | Apple  |   377
 Claire | Butter |   152
 Boo    | Dates  |   961
 Boo    | Fish   |   984
 Chae   | Ham    |   729
 Emily  | Apple  |   714
 Chae   | Ham    |   810
 Emily  | Jelly  |   125
 Helen  | Eggs   |   754
 Helen  | Eggs   |   690
 Chae   | Butter |   803
 Boo    | Ice    |   211
 Wally  | Butter |   483
 Dan    | Grapes |   434
 Sam    | Dates  |   595
 Wally  | Dates  |   564
 Claire | Ham    |   651
 Wally  | Apple  |   408
 Wally  | Apple  |   531
 Mia    | Apple  |   170
 Mia    | Eggs   |   976
 Wally  | Apple  |   673
 Boo    | Ham    |   392
 Helen  | Eggs   |   118
 Mia    | Jelly  |   629
 Emily  | Fish   |   581
 Helen  | Cherry |   929
 Helen  | Cherry |   356
 Emily  | Eggs   |   416
 Helen  | Ham    |   922
 Emily  | Ham    |   153
 Mia    | Butter |   384
 Sam    | Dates  |   611
 Wally  | Ham    |   714
 Helen  | Jelly  |   456
 Claire | Fish   |   639
 Boo    | Grapes |   446
 Boo    | Apple  |   544
 Claire | Jelly  |   184
 Wally  | Butter |   812
 Sam    | Jelly  |   692
 Mia    | Grapes |   271
 Sam    | Jelly  |   113
 Chae   | Ice    |   226
 Wally  | Grapes |   935
 Sam    | Dates  |   152
 Wally  | Grapes |   576
 Chae   | Cherry |   517
 Dan    | Butter |   564
 Emily  | Fish   |   890
 Sam    | Apple  |   396
 Dan    | Cherry |   578
 Emily  | Apple  |    99
 Emily  | Jelly  |   411
 Dan    | Fish   |   278
 Wally  | Eggs   |   525
 Emily  | Cherry |    17
 Wally  | Ice    |   893
 Mia    | Jelly  |   875
 Boo    | Grapes |   606
 Wally  | Fish   |   455
 Mia    | Cherry |   355
 Mia    | Fish   |   768
 Boo    | Fish   |   188
 Chae   | Dates  |   837
 Mia    | Jelly  |   646
 Mia    | Butter |   695
 Dan    | Butter |   234
 Boo    | Ice    |    55
 Helen  | Grapes |   298
 Mia    | Dates  |   509
 Claire | Butter |   413
 Sam    | Fish   |   406
 Chae   | Jelly  |   122
 Boo    | Cherry |   579
 Wally  | Eggs   |   661
 Sam    | Dates  |   361
 Wally  | Ice    |   708
 Helen  | Ham    |   478
 Chae   | Ice    |   912
 Mia    | Dates  |   278
 Helen  | Ice    |   425
 Wally  | Apple  |   904
 Chae   | Butter |   699
 Wally  | Apple  |   959
 Dan    | Dates  |   872
 Wally  | Ham    |   653
 Dan    | Apple  |   519
 Emily  | Grapes |   464
 Chae   | Apple  |   466
 Claire | Ice    |   298
 Chae   | Butter |   774
 Claire | Butter |   413
 Sam    | Jelly  |   305
 Mia    | Dates  |   295
 Claire | Dates  |   846
 Emily  | Apple  |   679
 Chae   | Butter |   636
 Chae   | Dates  |   113
 Dan    | Ice    |   509
 Mia    | Cherry |   239
 Sam    | Ice    |   712
 Dan    | Apple  |   382
 Mia    | Grapes |    58
 Dan    | Fish   |   190
 Sam    | Cherry |   284
 Sam    | Eggs   |   522
 Chae   | Jelly  |   747
 Sam    | Fish   |   344
 Boo    | Eggs   |   429
 Helen  | Ham    |   218
 Claire | Jelly  |   750
 Claire | Eggs   |   257
 Dan    | Jelly  |   200
 Chae   | Ice    |   973
 Dan    | Ice    |   338
 Boo    | Cherry |   751
 Mia    | Ice    |   904
 Dan    | Eggs   |    35
 Claire | Ham    |   265
 Helen  | Fish   |   393
 Sam    | Grapes |   340
 Wally  | Ice    |   222
 Chae   | Cherry |   679
 Sam    | Butter |   820
 Helen  | Apple  |   834
 Claire | Butter |    72
 Mia    | Ice    |   707
 Mia    | Ham    |   386
 Helen  | Cherry |   596
 Dan    | Eggs   |   664
 Chae   | Jelly  |   926
 Emily  | Ice    |   152
 Boo    | Jelly  |   516
 Helen  | Ice    |   504
 Dan    | Ice    |   914
 Dan    | Dates  |   597
 Boo    | Grapes |   742
 Helen  | Ice    |   686
 Emily  | Apple  |    76
 Wally  | Eggs   |   653
 Helen  | Fish   |   902
 Wally  | Cherry |   813
 Wally  | Fish   |   679
 Emily  | Apple  |   328
 Chae   | Ice    |   203
 Mia    | Ham    |   607
 Dan    | Ice    |   861
 Mia    | Fish   |   567
 Wally  | Dates  |   146
 Wally  | Grapes |   944
 Mia    | Apple  |   512
 Emily  | Ham    |   860
 Claire | Ham    |   337
 Boo    | Apple  |   950
 Mia    | Cherry |   453
 Dan    | Ice    |   389
 Sam    | Grapes |    69
 Boo    | Grapes |   277
 Wally  | Dates  |   679
 Boo    | Cherry |    13
 Emily  | Fish   |   361
 Boo    | Ice    |    11
 Mia    | Apple  |   138
 Emily  | Eggs   |   557
 Boo    | Apple  |   613
 Mia    | Cherry |    13
 Claire | Ham    |   619
 Wally  | Apple  |   683
 Mia    | Ice    |   262
 Helen  | Apple  |   704
 Claire | Ice    |   997
 Sam    | Cherry |   699
 Claire | Apple  |   969
 Sam    | Butter |   963
 Sam    | Apple  |   240
 Emily  | Cherry |    69
 Emily  | Ice    |     5
 Boo    | Ice    |     7
 Claire | Butter |   364
 Dan    | Ham    |   196
 Claire | Jelly  |   659
 Sam    | Fish   |   361
 Wally  | Apple  |   420
 Helen  | Butter |   114
 Emily  | Jelly  |   961
 Claire | Butter |   574
 Claire | Apple  |   722
 Sam    | Ice    |   764
 Emily  | Grapes |   757
 Dan    | Cherry |   191
 Mia    | Apple  |   114
 Emily  | Fish   |   982
 Sam    | Butter |   332
 Dan    | Ice    |   891
 Chae   | Grapes |   844
 Sam    | Apple  |   164
 Dan    | Grapes |   502
 Helen  | Apple  |   862
 Claire | Fish   |   541
 Mia    | Butter |   806
 Wally  | Eggs   |   406
 Boo    | Grapes |   169
 Wally  | Ham    |    34
 Claire | Ice    |   973
 Boo    | Fish   |   365
 Emily  | Grapes |   614
 Emily  | Butter |   777
 Helen  | Ham    |   260
 Sam    | Ham    |   907
 Wally  | Ham    |   870
 Claire | Apple  |    17
 Boo    | Grapes |   333
 Helen  | Ice    |    72
 Claire | Butter |   387
 Dan    | Eggs   |    45
 Claire | Cherry |   919
 Emily  | Eggs   |   120
 Dan    | Butter |   133
 Claire | Eggs   |   827
 Helen  | Cherry |   274
 Helen  | Dates  |   210
 Claire | Fish   |   155
 Dan    | Apple  |   676
 Helen  | Eggs   |   185
 Sam    | Dates  |   996
 Boo    | Butter |   256
 Claire | Ice    |   436
 Helen  | Ham    |   687
 Claire | Grapes |   705
 Chae   | Dates  |   252
 Sam    | Eggs   |   234
 Dan    | Grapes |   361
 Emily  | Ham    |   412
 Boo    | Grapes |   687
 Dan    | Dates  |   887
 Helen  | Eggs   |   736
 Chae   | Fish   |   349
 Boo    | Eggs   |   644
 Dan    | Dates  |   401
 Claire | Ham    |   328
 Dan    | Jelly  |   842
 Boo    | Fish   |   454
 Wally  | Dates  |   308
 Helen  | Apple  |     1
 Emily  | Grapes |     7
 Claire | Jelly  |    15
 Boo    | Ham    |   805
 Boo    | Ice    |    60
 Boo    | Grapes |   593
 Chae   | Ham    |   564
 Mia    | Grapes |    13
 Emily  | Jelly  |   561
 Claire | Apple  |   880
 Sam    | Fish   |   331
 Claire | Apple  |   460
 Helen  | Jelly  |   582
 Boo    | Apple  |   732
 Claire | Ham    |   298
 Dan    | Ice    |   394
 Mia    | Ice    |   186
 Emily  | Dates  |    55
 Wally  | Eggs   |   476
 Sam    | Butter |   863
 Sam    | Apple  |   754
 Sam    | Grapes |   425
 Helen  | Jelly  |   556
 Chae   | Apple  |   511
 Dan    | Apple  |   473
 Chae   | Fish   |   638
 Wally  | Eggs   |   189
 Emily  | Eggs   |   564
 Wally  | Grapes |    91
 Boo    | Cherry |   318
 Boo    | Ham    |   749
 Claire | Fish   |    24
 Claire | Butter |   545
 Emily  | Apple  |   151
 Claire | Butter |   459
 Chae   | Ice    |    62
 Mia    | Butter |   972
 Sam    | Cherry |   240
 Helen  | Fish   |   177
 Boo    | Fish   |   903
 Helen  | Cherry |   201
 Mia    | Ice    |   223
 Emily  | Cherry |   295
 Dan    | Cherry |   660
 Claire | Dates  |   723
 Helen  | Jelly  |   418
 Claire | Cherry |   569
 Boo    | Ice    |   485
 Wally  | Ice    |   877
 Mia    | Eggs   |   562
 Sam    | Grapes |   737
 Sam    | Dates  |   410
 Emily  | Eggs   |   903
 Helen  | Butter |   546
 Wally  | Fish   |   762
 Boo    | Apple  |   141
 Sam    | Ham    |   198
 Chae   | Ice    |     8
 Dan    | Ham    |   490
 Claire | Eggs   |   682
 Wally  | Dates  |   865
 Emily  | Apple  |   259
 Helen  | Fish   |   729
 Wally  | Ice    |   677
 Emily  | Jelly  |   412
 Dan    | Cherry |   658
 Chae   | Ham    |   576
 Chae   | Jelly  |   922
 Helen  | Apple  |   727
 Helen  | Cherry |   334
 Dan    | Jelly  |   435
 Mia    | Ham    |   301
 Chae   | Grapes |   367
 Helen  | Ice    |   891
 Boo    | Apple  |   105
 Boo    | Cherry |   652
 Chae   | Fish   |   114
 Emily  | Eggs   |   237
 Chae   | Fish   |   768
 Wally  | Butter |    21
 Claire | Jelly  |   398
 Mia    | Dates  |   608
 Claire | Apple  |    92
 Wally  | Cherry |   917
 Claire | Ice    |   714
 Emily  | Butter |   341
 Boo    | Butter |   195
 Claire | Butter |   526
 Chae   | Ice    |   667
 Sam    | Ice    |   138
 Mia    | Jelly  |   786
 Claire | Ice    |   617
 Helen  | Eggs   |   476
 Mia    | Apple  |   476
 Wally  | Eggs   |   411
 Chae   | Eggs   |   669
 Claire | Grapes |   130
 Wally  | Jelly  |   802
 Emily  | Butter |    26
 Chae   | Apple  |   381
 Emily  | Ice    |   290
 Claire | Apple  |   107
 Wally  | Dates  |   775
 Helen  | Dates  |   633
 Boo    | Butter |     3
 Dan    | Fish   |   935
 Emily  | Apple  |   863
 Emily  | Cherry |   558
 Mia    | Cherry |    68
 Claire | Fish   |  1000
 Claire | Eggs   |   346
 Chae   | Butter |   466
 Helen  | Grapes |   790
 Emily  | Dates  |   771
 Claire | Jelly  |   859
 Mia    | Apple  |   731
 Helen  | Cherry |   645
 Mia    | Fish   |   436
 Sam    | Dates  |   189
 Wally  | Eggs   |   534
 Chae   | Ice    |   152
 Dan    | Eggs   |   193
 Wally  | Eggs   |   822
 Helen  | Dates  |   707
 Boo    | Eggs   |   803
 Chae   | Eggs   |   831
 Dan    | Ice    |    21
 Chae   | Dates  |   945
 Sam    | Dates  |   832
 Wally  | Cherry |   476
 Boo    | Dates  |   447
 Mia    | Fish   |   245
 Sam    | Dates  |   750
 Chae   | Eggs   |   584
 Wally  | Eggs   |   705
 Wally  | Cherry |   825
 Wally  | Cherry |   675
 Boo    | Butter |   827
 Sam    | Eggs   |   980
 Wally  | Ham    |   757
 Wally  | Ice    |   252
 Chae   | Dates  |    81
 Emily  | Butter |   682
 Mia    | Butter |   548
 Helen  | Eggs   |   375
 Claire | Butter |   109
 Mia    | Eggs   |   194
 Emily  | Apple  |   363
 Helen  | Grapes |    41
 Claire | Grapes |   328
 Sam    | Fish   |   587
 Mia    | Grapes |   970
 Dan    | Ice    |   881
 Sam    | Butter |   434
 Helen  | Jelly  |   980
 Dan    | Fish   |   399
 Boo    | Ham    |   699
 Chae   | Dates  |    51
 Helen  | Cherry |   168
 Emily  | Fish   |   714
 Dan    | Fish   |   635
 Wally  | Dates  |   819
 Mia    | Ham    |   188
 Wally  | Grapes |   431
 Wally  | Butter |   454
 Wally  | Dates  |   855
 Dan    | Cherry |   283
 Dan    | Dates  |   267
 Dan    | Apple  |   190
 Wally  | Cherry |   775
 Claire | Cherry |   327
 Dan    | Jelly  |   104
 Chae   | Butter |   928
 Wally  | Grapes |   479
 Dan    | Ham    |   638
 Chae   | Ham    |   303
 Emily  | Eggs   |   263
 Wally  | Fish   |   682
 Emily  | Fish   |   293
 Boo    | Jelly  |   508
 Mia    | Dates  |   288
 Claire | Eggs   |   714
 Mia    | Apple  |   264
 Emily  | Ham    |   942
 Wally  | Dates  |   364
 Chae   | Butter |   163
 Chae   | Dates  |   758
 Emily  | Cherry |   475
 Emily  | Ham    |   684
 Emily  | Cherry |   878
 Boo    | Butter |   731
 Dan    | Ice    |   790
 Sam    | Dates  |    61
 Claire | Ice    |   657
 Chae   | Dates  |   524
 Chae   | Butter |   925
 Mia    | Dates  |   670
 Boo    | Ice    |   438
 Chae   | Eggs   |   993
 Dan    | Apple  |   125
 Sam    | Fish   |   479
 Sam    | Apple  |   479
 Mia    | Grapes |   643
 Claire | Butter |   229
 Sam    | Butter |   857
 Dan    | Dates  |   495
 Mia    | Jelly  |   970
 Sam    | Apple  |   866
 Mia    | Dates  |   826
 Boo    | Dates  |   562
 Boo    | Jelly  |   266
 Claire | Jelly  |   930
 Dan    | Ice    |   703
 Mia    | Jelly  |   450
 Helen  | Butter |   564
 Chae   | Dates  |   964
 Wally  | Apple  |   323
 Sam    | Dates  |    83
 Helen  | Jelly  |   525
 Mia    | Eggs   |   623
 Dan    | Grapes |    84
 Boo    | Eggs   |   498
 Mia    | Ice    |   667
 Emily  | Ham    |   407
 Emily  | Butter |   481
 Claire | Dates  |   287
 Claire | Ice    |   866
 Emily  | Ham    |   207
 Helen  | Butter |   272
 Boo    | Butter |   333
 Dan    | Ham    |   546
 Mia    | Ham    |   506
 Claire | Eggs   |   151
 Mia    | Cherry |    31
 Sam    | Butter |   789
 Chae   | Fish   |   540
 Sam    | Jelly  |   708
 Helen  | Jelly  |   534
 Boo    | Butter |    96
 Emily  | Ice    |   871
 Wally  | Cherry |   332
 Boo    | Grapes |   250
 Dan    | Grapes |   870
 Mia    | Cherry |   245
 Claire | Fish   |    31
 Helen  | Cherry |   677
 Wally  | Dates  |   611
 Mia    | Apple  |   570
 Dan    | Fish   |   711
 Mia    | Jelly  |   391
 Boo    | Fish   |   325
 Dan    | Cherry |   153
 Wally  | Dates  |   576
 Sam    | Fish   |   444
 Sam    | Butter |    23
 Mia    | Ice    |   669
 Wally  | Apple  |   478
 Helen  | Fish   |   862
 Claire | Cherry |   954
 Claire | Dates  |    88
 Sam    | Fish   |   535
 Emily  | Jelly  |   564
 Chae   | Butter |    83
 Sam    | Eggs   |   359
 Emily  | Jelly  |   181
 Boo    | Grapes |    11
 Dan    | Apple  |   104
 Helen  | Ham    |    34
 Claire | Ham    |     4
 Helen  | Ham    |   127
 Wally  | Butter |   550
 Boo    | Fish   |   352
 Boo    | Eggs   |   249
 Emily  | Ham    |    92
 Mia    | Grapes |   738
 Helen  | Grapes |   173
 Chae   | Butter |   172
 Sam    | Grapes |   825
 Boo    | Dates  |   429
 Helen  | Cherry |   846
 Chae   | Jelly  |   965
 Dan    | Grapes |    90
 Claire | Jelly  |   800
 Dan    | Grapes |   561
 Helen  | Fish   |   599
 Dan    | Jelly  |   917
 Claire | Ham    |   564
 Wally  | Ice    |   707
 Claire | Jelly  |   221
 Wally  | Eggs   |   763
 Helen  | Ham    |   389
 Mia    | Butter |   744
 Boo    | Cherry |   585
 Chae   | Apple  |   180
 Claire | Butter |   114
 Claire | Ham    |   459
 Emily  | Eggs   |   677
 Claire | Butter |   453
 Boo    | Apple  |   587
 Boo    | Ice    |   141
 Mia    | Butter |   602
 Helen  | Butter |   889
 Boo    | Eggs   |   428
 Mia    | Fish   |   110
 Mia    | Jelly  |   223
 Sam    | Jelly  |   893
 Boo    | Butter |   793
 Boo    | Butter |   178
 Boo    | Ice    |   832
 Dan    | Fish   |   987
 Helen  | Fish   |   374
 Sam    | Cherry |   244
 Claire | Grapes |   323
 Mia    | Ham    |   811
 Emily  | Dates  |   599
 Emily  | Eggs   |   874
 Helen  | Dates  |   725
 Chae   | Cherry |   581
 Dan    | Eggs   |   890
 Boo    | Apple  |   532
 Boo    | Ice    |   692
 Chae   | Jelly  |   180
 Mia    | Butter |   361
 Emily  | Cherry |   346
 Emily  | Apple  |   462
 Claire | Dates  |   219
 Claire | Dates  |   976
 Chae   | Ham    |   297
 Sam    | Ice    |   571
 Boo    | Cherry |   591
 Sam    | Ice    |   624
 Sam    | Apple  |   635
 Boo    | Dates  |   226
 Dan    | Grapes |    42
 Claire | Fish   |   712
 Mia    | Jelly  |   589
 Chae   | Cherry |   729
 Boo    | Cherry |   603
 Chae   | Jelly  |   377
 Boo    | Butter |   389
 Helen  | Eggs   |   203
 Chae   | Fish   |   874
 Sam    | Ham    |   364
 Boo    | Grapes |   778
 Chae   | Jelly  |   583
 Claire | Jelly  |   808
 Dan    | Apple  |   905
 Dan    | Cherry |   632
 Sam    | Jelly  |   354
 Sam    | Dates  |   820
 Sam    | Eggs   |   417
 Boo    | Jelly  |   983
 Sam    | Apple  |   983
 Boo    | Grapes |    47
 Chae   | Cherry |   489
 Helen  | Ice    |   128
 Helen  | Jelly  |   848
 Dan    | Butter |     3
 Boo    | Jelly  |   223
 Claire | Butter |   633
 Sam    | Grapes |   481
 Dan    | Fish   |   175
 Sam    | Ham    |    47
 Wally  | Cherry |   800
 Wally  | Jelly  |   702
 Dan    | Grapes |   729
 Boo    | Grapes |   227
 Dan    | Fish   |   268
 Boo    | Eggs   |   169
 Helen  | Ice    |   272
 Mia    | Dates  |   548
 Mia    | Ham    |   301
 Mia    | Cherry |   893
 Mia    | Jelly  |   991
 Wally  | Eggs   |    51
 Emily  | Fish   |    65
 Chae   | Fish   |   133
 Claire | Fish   |   152
 Emily  | Grapes |   385
 Wally  | Butter |   647
 Wally  | Dates  |   140
 Dan    | Fish   |   822
 Dan    | Fish   |   423
 Boo    | Fish   |   811
 Dan    | Apple  |   982
 Boo    | Ice    |   548
 Helen  | Ham    |   634
 Emily  | Grapes |   119
 Boo    | Dates  |   369
 Claire | Cherry |   409
 Sam    | Apple  |   726
 Dan    | Ham    |   363
 Sam    | Eggs   |   150
 Dan    | Apple  |   828
 Dan    | Ham    |   683
 Chae   | Cherry |    19
 Chae   | Butter |   854
 Chae   | Butter |   285
